Name,Inspire link,Institution,Status,Timestamp
Michael Shamma,https://inspirehep.net/authors/1738181,TRIUMF,Offered,2021-01-14 09:17:00
Sourav Sarkar,https://inspirehep.net/authors/1318412,Uppsala U.,Accepted,2021-01-13 23:33:00
Tom Tong,https://inspirehep.net/authors/1824621,TIFR,Accepted,2021-01-13 23:32:00
Anikit Beniwal,https://inspirehep.net/authors/1413681,King's College London,Accepted,2021-01-13 16:59:00
Marc Montull,https://inspirehep.net/authors/1065014,SISSA,Accepted,2021-01-13 16:58:00
Hongfei Shu,https://inspirehep.net/authors/1609928,Beijing Institute of Mathematical Sciences and Applications,Accepted,2021-01-13 16:57:00
Jack Holguin,https://inspirehep.net/authors/1742407,Ecole Polytechnique,Offered,2021-01-13 16:56:00
Hongkai Liu,https://inspirehep.net/authors/1824622,Technion,Offered,2021-01-13 10:58:00
Hongkai Liu,https://inspirehep.net/authors/1824622,ITP-CAS and Cornell,Declined,2021-01-13 10:57:00
Matteo Parisi,https://inspirehep.net/authors/1668841,Harvard (CMSA) and IAS,Accepted,2021-01-13 10:56:00
Ilija Buric,https://inspirehep.net/authors/1818782,U. of Pisa,Accepted,2021-01-12 23:05:00
Syuhei Iguro,https://inspirehep.net/authors/1621060,Central China Normal U.,Declined,2021-01-12 17:32:00
Newton Nath,https://inspirehep.net/authors/1489287,INFN Bari,Accepted,2021-01-12 16:55:00
Junchen Rong,https://inspirehep.net/authors/1655139,IHES,Accepted,2021-01-12 16:54:00
Gabriele Franciolini,https://inspirehep.net/authors/1645537,"Rome U., La Sapienza",Accepted,2021-01-12 11:42:00
Gabriele Franciolini,https://inspirehep.net/authors/1645537,NYU,Declined,2021-01-12 11:41:00
Phillip Boyle Smith,https://inspirehep.net/authors/1834588,IPMU,Accepted,2021-01-12 11:40:00
Julian Miczajka,https://inspirehep.net/authors/1797173,MPI Munich,Accepted,2021-01-12 11:39:00
Callum Brodie,https://inspirehep.net/authors/1398137,Virginia Tech,Accepted,2021-01-12 00:33:00
Hayden Lee,https://inspirehep.net/authors/1351398,U. of Chicago,"KICP Fellowship, Accepted",2021-01-11 22:41:00
George N. Wojcik,https://inspirehep.net/authors/1835917,UW Madison,Accepted,2021-01-11 22:18:00
Prudhvi Bhattiprolu,https://inspirehep.net/authors/1794660,U. of Michigan,Accepted,2021-01-11 22:17:00
Eva Nesbit,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=Eva%20Nesbit&ui-citation-summary=true,INFN Milan,Offered,2021-01-11 18:17:00
Sabyasachi Chakraborty,https://inspirehep.net/authors/1250995,SISSA,Accepted,2021-01-11 18:16:00
Xiang Zhao,https://inspirehep.net/authors/1794692,"EPFL Lausanne, Simon's Bootstrap Collaboration",Accepted,2021-01-11 11:11:00
Stefano Baiguera,https://inspirehep.net/authors/1643548,Ben Gurion U.,Accepted,2021-01-11 11:10:00
Ronnie Rodgers,https://inspirehep.net/authors/1507735,Nordita,Accepted,2021-01-11 11:09:00
Jacob Leedom,https://inspirehep.net/authors/1703356,Nordita,Declined,2021-01-11 11:08:00
Jacob Leedom,https://inspirehep.net/authors/1703356,DESY,Accepted,2021-01-11 11:07:00
Maximilian Ruhrdorfer,https://inspirehep.net/authors/1750575,Cornell,Accepted,2021-01-11 11:06:00
Damiano F.G. Fiorillo,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=find%20a%20d.%20fiorillo,NBIA,Accepted,2021-01-10 21:26:00
Junho Hong,https://inspirehep.net/authors/1669906,KU Leuven,Accepted,2021-01-10 17:32:00
Adwait Gaikwad,https://inspirehep.net/authors/1607941,Tel Aviv U.,Offered,2021-01-10 13:43:00
Adwait Gaikwad,https://inspirehep.net/authors/1607941,Shanghai Jiao Tong U.,Declined,2021-01-10 13:42:00
Subham Dutta Chowdhury,https://inspirehep.net/authors/1452494,U. of Chicago,"Kadanoff Fellowship, Accepted",2021-01-10 13:41:00
Subham Dutta Chowdhury,https://inspirehep.net/authors/1452494,"EPFL Lausanne, Simon's Bootstrap Collaboration",Declined,2021-01-10 13:40:00
Mauro Valli,https://inspirehep.net/authors/1334461,"Stony Brook U., YITP","Simons Bridge Fellowship, Accepted",2021-01-10 13:39:00
Sreemanti Chakraborti,https://inspirehep.net/authors/1727153,"LAPTh Annecy, IFCPAR",Offered,2021-01-10 00:27:00
Gustavo Salinas,https://inspirehep.net/authors/1790637,Stockholm U.,Accepted,2021-01-10 00:25:00
Elena Pinetti,https://inspirehep.net/authors/1813565,U. of Melbourne,Declined,2021-01-10 00:24:00
Elena Pinetti,https://inspirehep.net/authors/1813565,IPPP Durham,Declined,2021-01-10 00:23:00
Elena Pinetti,https://inspirehep.net/authors/1813565,"LAPTh, Annecy",Declined,2021-01-10 00:22:00
Elena Pinetti,https://inspirehep.net/authors/1813565,Kavli IPMU,Declined,2021-01-10 00:21:00
Elena Pinetti,https://inspirehep.net/authors/1813565,Fermilab (Astro),Accepted,2021-01-10 00:20:00
Yu-Dai Tsai,https://inspirehep.net/authors/1274923,Rutgers,Declined,2021-01-10 00:19:00
Yu-Dai Tsai,https://inspirehep.net/authors/1274923,"U. of Washington, INT",Declined,2021-01-10 00:18:00
Yu-Dai Tsai,https://inspirehep.net/authors/1274923,UC Irvine,"4-year, Accepted",2021-01-09 21:43:00
Anders Schreiber,https://inspirehep.net/authors/1669969,MPI Munich,Accepted,2021-01-09 20:58:00
Jianxiang Wu,https://inspirehep.net/authors/1677638,"Oxford, Mathematical Institute",Accepted,2021-01-09 20:57:00
Sinong Liu,https://inspirehep.net/authors/1739502,U. of Warsaw,Accepted,2021-01-09 15:24:00
Sabya Sachi Chatterjee,https://inspirehep.net/authors/1396261,"CEA-Saclay, IPhT",Accepted,2021-01-09 14:43:00
Jean-Loup Tastet,https://inspirehep.net/authors/1706739,IFT Madrid,Accepted,2021-01-09 10:45:00
Ivan Martinez-Soler,https://inspirehep.net/authors/1497185,Harvard,Accepted,2021-01-09 00:30:00
Paul Archer-Smith,https://inspirehep.net/authors/1793524,ITP-CAS and Cornell,Offered,2021-01-08 23:02:00
Jacob Leedom,https://inspirehep.net/authors/1703356,Nordita,Offered,2021-01-08 21:38:00
Jacob Leedom,https://inspirehep.net/authors/1703356,DESY,Offered,2021-01-08 21:37:00
Rishi Mouland,https://inspirehep.net/authors/1730281,Cambridge U.,Accepted,2021-01-08 18:46:00
Rishi Mouland,https://inspirehep.net/authors/1730281,Leuven,Declined,2021-01-08 18:45:00
Sabyasachi Chakraborty,https://inspirehep.net/authors/1250995,SISSA,Offered,2021-01-08 18:44:00
Anne Spiering,https://inspirehep.net/authors/1677147,Mainz U.,Declined,2021-01-08 18:43:00
Anne Spiering,https://inspirehep.net/authors/1677147,Niels Bohr Institute,Accepted,2021-01-08 18:42:00
Anne Spiering,https://inspirehep.net/authors/1677147,Nordita,Declined,2021-01-08 18:41:00
Rudin Petrossian-Byrne,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=a%20rudin%20petrossian-byrne&ui-citation-summary=true,Perimeter,Declined,2021-01-08 18:40:00
Rudin Petrossian-Byrne,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=a%20rudin%20petrossian-byrne&ui-citation-summary=true,Stanford,Declined,2021-01-08 18:39:00
Rudin Petrossian-Byrne,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=a%20rudin%20petrossian-byrne&ui-citation-summary=true,ICTP,Accepted,2021-01-08 18:38:00
Elena Pinetti,https://inspirehep.net/authors/1813565,LAPTh Annecy,Offered,2021-01-08 18:37:00
James Alvey,https://inspirehep.net/authors/1721054,DESY,Declined,2021-01-08 18:36:00
James Alvey,https://inspirehep.net/authors/1721054,KIT,Declined,2021-01-08 18:35:00
James Alvey,https://inspirehep.net/authors/1721054,Leiden,Declined,2021-01-08 18:34:00
James Alvey,https://inspirehep.net/authors/1721054,"OKC, Stockholm U.",Declined,2021-01-08 18:33:00
James Alvey,https://inspirehep.net/authors/1721054,LPTHE/IAP,Declined,2021-01-08 18:32:00
James Alvey,https://inspirehep.net/authors/1721054,"GRAPPA, U. of Amsterdam",Accepted,2021-01-08 18:31:00
Eugene Tang,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=a%20E.Tang.5&ui-citation-summary=true,MIT,Accepted,2021-01-08 18:30:00
Daniel Ranard,https://inspirehep.net/authors/1826954,MIT,Accepted,2021-01-08 18:29:00
Ho Tat Lam,https://inspirehep.net/authors/1489286,MIT,Accepted,2021-01-08 18:28:00
Manki Kim,https://inspirehep.net/authors/1423021,"MIT, CTP","Pappalardo Fellowship, Accepted",2021-01-08 18:27:00
Giacomo Landini,https://inspirehep.net/authors/1747507,U. of Valencia (ITN HIDDeN),Accepted,2021-01-08 15:28:00
Xiang Zhao,https://inspirehep.net/authors/1794692,U. of Pisa,Declined,2021-01-08 15:27:00
Xiang Zhao,https://inspirehep.net/authors/1794692,"EPFL Lausanne, Simon's Bootstrap Collaboration",Offered,2021-01-08 11:53:00
Xiang Zhao,https://inspirehep.net/authors/1794692,U. of Pisa,Offered,2021-01-08 11:52:00
Abhish Dev,https://inspirehep.net/authors/1722661,Technion and Weizmann,Declined,2021-01-08 07:28:00
Abhish Dev,https://inspirehep.net/authors/1722661,Fermilab,Accepted,2021-01-08 07:27:00
Syuhei Iguro,https://inspirehep.net/authors/1621060,IFT Madrid,Declined,2021-01-08 07:26:00
Syuhei Iguro,https://inspirehep.net/authors/1621060,Karlsruhe Institute of Technology,Accepted,2021-01-08 07:25:00
Soner Albayrak,https://inspirehep.net/authors/1375262,U. of Amsterdam,Accepted,2021-01-08 07:24:00
Gustavo Salinas,https://inspirehep.net/authors/1790637,Stockholm U.,Offered,2021-01-08 07:23:00
William DeRocco,https://inspirehep.net/authors/1727484,DESY,Declined,2021-01-08 07:22:00
William DeRocco,https://inspirehep.net/authors/1727484,UC Santa Cruz,Accepted,2021-01-08 07:21:00
Ronak M. Soni,https://inspirehep.net/authors/1341224,Cambridge U.,Accepted,2021-01-07 23:35:00
Yohei Ema,https://inspirehep.net/authors/1346215,Weizmann Institute,Declined,2021-01-07 23:33:00
Yohei Ema,https://inspirehep.net/authors/1346215,"T.D. Lee Institute, Shanghai",Declined,2021-01-07 23:32:00
Yohei Ema,https://inspirehep.net/authors/1346215,U. of Minnesota,Accepted,2021-01-07 23:31:00
Mukul Sholapurkar,https://inspirehep.net/authors/1655078,UC San Diego,Accepted,2021-01-07 23:30:00
Mukul Sholapurkar,https://inspirehep.net/authors/1655078,Caltech,Declined,2021-01-07 23:29:00
Mukul Sholapurkar,https://inspirehep.net/authors/1655078,King's College London,Declined,2021-01-07 23:28:00
Eva Nesbit,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=Eva%20Nesbit&ui-citation-summary=true,IPPP Durham,Offered,2021-01-07 23:27:00
Jean-Loup Tastet,https://inspirehep.net/authors/1706739,IFT Madrid,Offered,2021-01-07 23:26:00
Daniel KlÃ¤wer,https://inspirehep.net/authors/1498211,Utrecht U.,Offered,2021-01-07 23:25:00
Michael Waterbury,https://inspirehep.net/authors/1616460,Technion,Offered,2021-01-07 20:34:00
Ningqiang Song,https://inspirehep.net/authors/1699147,Liverpool U.,Accepted,2021-01-07 20:33:00
Yu-Dai Tsai,https://inspirehep.net/authors/1274923,Rutgers,"4-year, Offered",2021-01-07 19:41:00
Yu-Dai Tsai,https://inspirehep.net/authors/1274923,"U. of Washington, INT",Offered,2021-01-07 19:40:00
Richard Nally,https://inspirehep.net/authors/1191595,Cornell,"Klarman Fellowship, Accepted",2021-01-07 19:39:00
Mehmet Demirtas,https://inspirehep.net/authors/1765325,"Northeastern, IAIFI",Accepted,2021-01-07 19:38:00
Sangmin Choi,https://inspirehep.net/authors/1644020,Ecole Polytechnique,Accepted,2021-01-07 19:37:00
Beatrix Muhlmann,https://inspirehep.net/authors/1802292,McGill,Accepted,2021-01-07 19:36:00
Divya Sachdeva,https://inspirehep.net/authors/1764979,"Sorbonne U., LPTHE",Offered,2021-01-07 16:56:00
Majid Ekhterachian,https://inspirehep.net/authors/1677617,DESY,Declined,2021-01-07 16:55:00
Majid Ekhterachian,https://inspirehep.net/authors/1677617,"IFAE, Barcelona",Declined,2021-01-07 16:54:00
Majid Ekhterachian,https://inspirehep.net/authors/1677617,EPFL Lausanne,Accepted,2021-01-07 16:53:00
Gianluca Zoccarato,https://inspirehep.net/authors/1631464,U. of Leuven,Accepted,2021-01-07 16:52:00
Tom Tong,https://inspirehep.net/authors/1824621,TIFR,Offered,2021-01-07 16:51:00
Maria Ramos,https://inspirehep.net/authors/1640883,IFT/UAM Madrid (ITN HIDDeN),Accepted,2021-01-07 12:51:00
Matthew Kirk,https://inspirehep.net/authors/1452491,INFN Bari,Declined,2021-01-07 12:50:00
Matthew Kirk,https://inspirehep.net/authors/1452491,"U. of Barcelona, ICC",Accepted,2021-01-07 12:49:00
Haolin Li,https://inspirehep.net/authors/1327178,HKUST,Declined,2021-01-07 11:31:00
Haolin Li,https://inspirehep.net/authors/1327178,"UC Louvain, CP3",Accepted,2021-01-07 11:30:00
Matthew Dodelson,https://inspirehep.net/authors/1114796,CERN,Accepted,2021-01-07 11:29:00
Emily Nardoni,https://inspirehep.net/authors/1497181,Technion,Declined,2021-01-07 09:49:00
Emily Nardoni,https://inspirehep.net/authors/1497181,Cambridge U.,Declined,2021-01-07 09:48:00
Emily Nardoni,https://inspirehep.net/authors/1497181,U. of Michigan,"Leinweber Postdoctoral Fellowship, Declined",2021-01-07 09:47:00
Emily Nardoni,https://inspirehep.net/authors/1497181,IPMU,"Kavli Fellowship, Accepted",2021-01-07 09:46:00
Patrick Komiske,https://inspirehep.net/authors/1653401,U. of Michigan,Declined,2021-01-07 09:45:00
Patrick Komiske,https://inspirehep.net/authors/1653401,Rutgers,Declined,2021-01-07 09:44:00
Patrick Komiske,https://inspirehep.net/authors/1653401,LBL,"Chamberlain Fellow, Offered",2021-01-07 09:43:00
Ryusuke Jinno,https://inspirehep.net/authors/1474087,"T.D. Lee Institute, Shanghai",Declined,2021-01-07 09:42:00
Ryusuke Jinno,https://inspirehep.net/authors/1474087,IFT-CSIC/UAM,Accepted,2021-01-07 09:41:00
Anil Thapa,https://inspirehep.net/authors/1789376,Virginia U.,Offered,2021-01-07 09:40:00
Alexis D. Plascencia,https://inspirehep.net/authors/1621059,INFN - Frascati National Labs,"Cabibbo Fellowship, Accepted",2021-01-06 23:53:00
Ningqiang Song,https://inspirehep.net/authors/1699147,Liverpool U.,Offered,2021-01-06 23:52:00
Ningqiang Song,https://inspirehep.net/authors/1699147,Stockholm U.,Declined,2021-01-06 23:51:00
Ningqiang Song,https://inspirehep.net/authors/1699147,NBIA,Declined,2021-01-06 23:50:00
Alejo Rossia,https://inspirehep.net/authors/1728368,U. of Manchester,Accepted,2021-01-06 22:10:00
Alejo Rossia,https://inspirehep.net/authors/1728368,U. of Granada,Declined,2021-01-06 22:09:00
Alejo Rossia,https://inspirehep.net/authors/1728368,Technion,Declined,2021-01-06 22:08:00
Felipe Rosso,https://inspirehep.net/authors/1639137,U. of British Columbia,Accepted,2021-01-06 22:07:00
Manuel Buen Abad,https://inspirehep.net/authors/1454155,U. of Maryland,Accepted,2021-01-06 20:12:00
Manuel Buen Abad,https://inspirehep.net/authors/1454155,Fermilab,Declined,2021-01-06 20:11:00
Manuel Buen Abad,https://inspirehep.net/authors/1454155,New York U.,Declined,2021-01-06 20:10:00
Supratim Das Bakshi,https://inspirehep.net/authors/1687788,U. of Granada,Offered,2021-01-06 20:09:00
Borna Salehian,https://inspirehep.net/authors/1767013,ICTP,Accepted,2021-01-06 20:08:00
Pierluca Carenza,https://inspirehep.net/authors/1818800,Stockholm U.,Accepted,2021-01-06 20:07:00
Ling-Xiao Xu,https://inspirehep.net/authors/1696927,U. of Padova,Offered,2021-01-06 20:06:00
Ivan Martinez-Soler,https://inspirehep.net/authors/1497185,Harvard,Offered,2021-01-06 20:05:00
Francesco Alessio,https://inspirehep.net/authors/1753866,ULB Bruxelles,Declined,2021-01-06 20:04:00
Francesco Alessio,https://inspirehep.net/authors/1753866,Uppsala and Nordita,Accepted,2021-01-06 20:03:00
Beatrix Muhlmann,https://inspirehep.net/authors/1802292,McGill,Offered,2021-01-06 20:02:00
Elisa Todarello,https://inspirehep.net/authors/1475415,U. Turin,Accepted,2021-01-06 13:31:00
Elisa Todarello,https://inspirehep.net/authors/1475415,IBS CTPU,Declined,2021-01-06 13:30:00
Elisa Todarello,https://inspirehep.net/authors/1475415,"U. of Barcelona, ICC","Maria de Maetzu Fellowship, Declined",2021-01-06 13:29:00
Ramon Winterhalder,https://inspirehep.net/authors/1794691,UC Louvain/CP3,Accepted,2021-01-06 11:30:00
Salvador Rosauro-Alcaraz,https://inspirehep.net/authors/1721298,LPT Orsay (ITN HIDDeN),Accepted,2021-01-06 11:29:00
Subham Dutta Chowdhury,https://inspirehep.net/authors/1452494,"EPFL Lausanne, Simon's Bootstrap Collaboration",Offered,2021-01-06 11:02:00
Subham Dutta Chowdhury,https://inspirehep.net/authors/1452494,"CEA-Saclay, IPhT",Declined,2021-01-06 11:01:00
Subham Dutta Chowdhury,https://inspirehep.net/authors/1452494,Tel Aviv U.,Declined,2021-01-06 11:00:00
Subham Dutta Chowdhury,https://inspirehep.net/authors/1452494,Ben Gurion U.,Declined,2021-01-06 10:59:00
Zahra Tabrizi,https://inspirehep.net/authors/1284021,"Northwestern U., Neutrino Theory Network",Accepted,2021-01-06 10:58:00
Lingfeng Li,https://inspirehep.net/authors/1633514,Brown U.,Accepted,2021-01-06 10:57:00
Syuhei Iguro,https://inspirehep.net/authors/1621060,INFN Napoli,Declined,2021-01-06 10:56:00
Syuhei Iguro,https://inspirehep.net/authors/1621060,IFT Madrid,Offered,2021-01-06 10:55:00
Kun-Feng Lyu,https://inspirehep.net/authors/1815973,U. of Minnesota,Accepted,2021-01-06 10:54:00
Christopher Cappiello,https://inspirehep.net/authors/1662622,TRIUMF,Declined,2021-01-06 10:53:00
Christopher Cappiello,https://inspirehep.net/authors/1662622,Queen's U.,Accepted,2021-01-06 10:52:00
Yuber F. Perez-Gonzalez,https://inspirehep.net/authors/1184694,IPPP Durham,Accepted,2021-01-06 10:51:00
Yuber F. Perez-Gonzalez,https://inspirehep.net/authors/1184694,"Stony Brook U., YITP","Simons Bridge Fellowship, Declined",2021-01-06 10:50:00
Yuber F. Perez-Gonzalez,https://inspirehep.net/authors/1184694,Colorado State U.,Declined,2021-01-06 10:49:00
William DeRocco,https://inspirehep.net/authors/1727484,Colorado State U.,Declined,2021-01-06 10:48:00
William DeRocco,https://inspirehep.net/authors/1727484,DESY,Offered,2021-01-06 10:47:00
Po-Jen Wang,https://inspirehep.net/authors/1659334,Notre Dame,Offered,2021-01-06 10:46:00
Po-Jen Wang,https://inspirehep.net/authors/1659334,Hebrew U. of Jerusalem,Declined,2021-01-06 10:45:00
Mauro Valli,https://inspirehep.net/authors/1334461,"Stony Brook U., YITP","Simons Bridge Fellowship, Offered",2021-01-06 00:24:00
Antony Speranza,https://inspirehep.net/authors/1359760,UI Urbana-Champaign,Accepted,2021-01-06 00:23:00
Antony Speranza,https://inspirehep.net/authors/1359760,ULB Brussels,Declined,2021-01-06 00:22:00
Anna M. Suliga,https://inspirehep.net/authors/1780619,"AstroCeNT, Warsaw",Declined,2021-01-06 00:21:00
Anna M. Suliga,https://inspirehep.net/authors/1780619,"U. of Washington, INT",Declined,2021-01-06 00:20:00
Anna M. Suliga,https://inspirehep.net/authors/1780619,N3AS,Accepted,2021-01-06 00:19:00
Linda Xu,https://inspirehep.net/authors/1781730,"U. of Toronto, CITA",Declined,2021-01-06 00:18:00
Linda Xu,https://inspirehep.net/authors/1781730,UC Irvine,Declined,2021-01-06 00:17:00
Linda Xu,https://inspirehep.net/authors/1781730,Fermilab (Astro),Declined,2021-01-06 00:16:00
Linda Xu,https://inspirehep.net/authors/1781730,UC Berkeley,Accepted,2021-01-06 00:15:00
Andrea Cristofoli,https://inspirehep.net/authors/1726207,U. of Edinburgh,Offered,2021-01-05 22:17:00
Elena Pinetti,https://inspirehep.net/authors/1813565,Fermilab (Astro),Offered,2021-01-05 22:16:00
Elena Pinetti,https://inspirehep.net/authors/1813565,U. of Melbourne,Offered,2021-01-05 22:15:00
Evyatar Sabag,https://inspirehep.net/authors/1760352,Oxford,Accepted,2021-01-05 22:14:00
Evyatar Sabag,https://inspirehep.net/authors/1760352,Uppsala,Declined,2021-01-05 22:13:00
Evyatar Sabag,https://inspirehep.net/authors/1760352,SISSA,Declined,2021-01-05 22:12:00
Yu-Dai Tsai,https://inspirehep.net/authors/1274923,IPMU,Declined,2021-01-05 22:11:00
William DeRocco,https://inspirehep.net/authors/1727484,UC Santa Cruz,Offered,2021-01-05 20:56:00
Shruti Paranjape,https://inspirehep.net/authors/1487675,"QMAP, UC Davis",Accepted,2021-01-05 20:55:00
Shruti Paranjape,https://inspirehep.net/authors/1487675,Northwestern,Declined,2021-01-05 20:54:00
Nakarin Lohitsiri,https://inspirehep.net/authors/1633533,"BIMSA, Tsinghua U.",Offered,2021-01-05 20:53:00
Gabriele Franciolini,https://inspirehep.net/authors/1645537,LAPTh Annecy,Declined,2021-01-05 20:52:00
Gabriele Franciolini,https://inspirehep.net/authors/1645537,Johns Hopkins U.,Declined,2021-01-05 20:51:00
Gabriele Franciolini,https://inspirehep.net/authors/1645537,"Rome U., La Sapienza",Offered,2021-01-05 20:50:00
Gabriele Franciolini,https://inspirehep.net/authors/1645537,NYU,Offered,2021-01-05 20:49:00
Asli Abdullahi,https://inspirehep.net/authors/1787006,Harvard,Declined,2021-01-05 20:48:00
Asli Abdullahi,https://inspirehep.net/authors/1787006,Fermilab,Accepted,2021-01-05 20:47:00
Patrick Komiske,https://inspirehep.net/authors/1653401,U. of Michigan,"Leinweber Postdoctoral Research Fellowship, Offered",2021-01-05 20:46:00
Pierluigi Niro,https://inspirehep.net/authors/1684053,UC Los Angeles,Accepted,2021-01-05 20:45:00
Siddharth Mishra-Sharma,https://inspirehep.net/authors/1394493,"MIT, IAIFI","IAIFI Fellowship, Accepted",2021-01-05 20:44:00
Patrick Bolton,https://inspirehep.net/authors/1722673,SISSA (ITN HIDDeN),Accepted,2021-01-05 17:07:00
Bianka Mecaj,https://inspirehep.net/authors/1829922,UC Irvine,Accepted,2021-01-05 17:06:00
Ciaran Hughes,https://inspirehep.net/authors/1279154,CERN,Accepted,2021-01-05 15:25:00
Beatrix Muhlmann,https://inspirehep.net/authors/1802292,"CEA-Saclay, IPhT",Offered,2021-01-05 15:24:00
Ondrej Hulik,https://inspirehep.net/authors/1614274,Vrije Universiteit Brussel,Accepted,2021-01-05 15:23:00
Anders Schreiber,https://inspirehep.net/authors/1669969,Mainz U.,Declined,2021-01-05 13:53:00
Anders Schreiber,https://inspirehep.net/authors/1669969,MPI Munich,Offered,2021-01-05 13:52:00
Claudia Cornella,https://inspirehep.net/authors/1643530,IFT Madrid,Declined,2021-01-05 12:44:00
Claudia Cornella,https://inspirehep.net/authors/1643530,Perimeter,"4-year, Declined",2021-01-05 12:43:00
Claudia Cornella,https://inspirehep.net/authors/1643530,Mainz U.,Accepted,2021-01-05 12:42:00
Aditya Hebbar,https://inspirehep.net/authors/1517352,Ecole Polytechnique,Accepted,2021-01-05 12:41:00
Farid Salazar,https://inspirehep.net/authors/1749681,UC Los Angeles and LBL,Accepted,2021-01-05 10:34:00
Yin Lin,https://inspirehep.net/authors/1615040,MIT,Accepted,2021-01-05 00:42:00
Majid Ekhterachian,https://inspirehep.net/authors/1677617,EPFL Lausanne,Offered,2021-01-05 00:14:00
Manki Kim,https://inspirehep.net/authors/1423021,"Stanford, SITP",Declined,2021-01-05 00:13:00
Manki Kim,https://inspirehep.net/authors/1423021,"MIT, CTP",Accepted,2021-01-05 00:12:00
Jordan Wilson-Gerow,https://inspirehep.net/authors/1649940,Caltech,"Burke Fellowship, Accepted",2021-01-05 00:11:00
Yikun Wang,https://inspirehep.net/authors/1815942,Caltech,"Burke Fellowship, Accepted",2021-01-05 00:10:00
Sumit Ghosh,https://inspirehep.net/authors/1673633,KIAS,Offered,2021-01-05 00:09:00
Gabriele Rigo,https://inspirehep.net/authors/1622822,"CEA-Saclay, IPhT",Accepted,2021-01-04 20:24:00
Shohini Bhattacharya,https://inspirehep.net/authors/1669731,U. of Perugia,Declined,2021-01-04 20:23:00
Shohini Bhattacharya,https://inspirehep.net/authors/1669731,Brookhaven National Lab,Accepted,2021-01-04 20:22:00
Mukul Sholapurkar,https://inspirehep.net/authors/1655078,King's College London,Offered,2021-01-04 20:21:00
Christoph Dlapa,https://inspirehep.net/authors/1810322,DESY,Accepted,2021-01-04 20:20:00
Keisuke Harigaya,https://inspirehep.net/authors/1078245,U. of Maryland,Declined,2021-01-04 15:22:00
Keisuke Harigaya,https://inspirehep.net/authors/1078245,Perimeter Institute,"Simons Fellowship, Declined",2021-01-04 15:21:00
Keisuke Harigaya,https://inspirehep.net/authors/1078245,"Mainz U., MITP","Senior MITP Fellow, Declined",2021-01-04 15:20:00
Keisuke Harigaya,https://inspirehep.net/authors/1078245,CERN,Accepted,2021-01-04 15:19:00
Rabah Abdul Khalek,https://inspirehep.net/authors/1706729,Jefferson Lab,Accepted,2021-01-04 15:08:00
Max HÃ¼bner,https://inspirehep.net/authors/1777888,U. of Pennsylvania,Accepted,2021-01-04 15:07:00
Rishi Mouland,https://inspirehep.net/authors/1730281,Leuven,Offered,2021-01-04 15:06:00
Alessandro Mininno,https://inspirehep.net/authors/1744401,DESY,Accepted,2021-01-04 11:22:00
AndrÃ©s Luna,https://inspirehep.net/authors/1277648,DESY,Declined,2021-01-04 11:21:00
AndrÃ©s Luna,https://inspirehep.net/authors/1277648,NBIA,Accepted,2021-01-04 11:20:00
Petar TadiÄ,https://inspirehep.net/authors/1737901,Uppsala,Declined,2021-01-03 21:13:00
Petar TadiÄ,https://inspirehep.net/authors/1737901,Yale,Accepted,2021-01-03 21:12:00
Christopher Cappiello,https://inspirehep.net/authors/1662622,Queen's U.,Offered,2021-01-03 21:11:00
Christopher Cappiello,https://inspirehep.net/authors/1662622,TRIUMF,Offered,2021-01-03 21:10:00
Daniel KlÃ¤wer,https://inspirehep.net/authors/1498211,Ben Gurion U.,Offered,2021-01-03 19:07:00
Beatrix Muhlmann,https://inspirehep.net/authors/1802292,SISSA,Declined,2021-01-03 19:06:00
Rudin Petrossian-Byrne,https://inspirehep.net/literature?sort=mostrecent&size=25&page=1&q=a%20rudin%20petrossian-byrne&ui-citation-summary=true,ICTP,Offered,2021-01-03 19:05:00
Kays Haddad,https://inspirehep.net/authors/1751807,Uppsala and Nordita,Offered,2021-01-03 19:04:00
Sophie Renner,https://inspirehep.net/authors/1260372,CERN,Accepted,2021-01-03 19:03:00
Panos Betzios,https://inspirehep.net/authors/1416415,U. of British Columbia,Accepted,2021-01-03 19:02:00
Majid Ekhterachian,https://inspirehep.net/authors/1677617,"IFAE, Barcelona",Offered,2021-01-03 15:37:00
NiccolÃ² Cribiori,https://inspirehep.net/authors/1599322,MPI Munich,Accepted,2021-01-03 15:36:00
Giacomo Landini,https://inspirehep.net/authors/1747507,U. of Valencia,Offered,2021-01-03 11:50:00
Max HÃ¼bner,https://inspirehep.net/authors/1777888,U. of Pennsylvania,Offered,2021-01-03 11:48:00
Kevin Kelly,https://inspirehep.net/authors/1077496,CERN,Accepted,2021-01-02 23:52:00
Salvador Rosauro-Alcaraz,https://inspirehep.net/authors/1721298,Karlsruhe Institute of Technology,Declined,2021-01-02 23:51:00
Christina Gao,https://inspirehep.net/authors/1631087,IPPP Durham,Declined,2021-01-02 23:50:00
Christina Gao,https://inspirehep.net/authors/1631087,UIUC and Fermilab,Accepted,2021-01-02 23:49:00
